titles,link,article,time,media
〈金恒煒專欄〉從「三隻小豬」到「三位院士」,https://news.ltn.com.tw/news/opinion/paper/546268,"戰進入倒數尾聲之際，中國國民黨重炒「宇昌案」，想藉此壓垮蔡英文。但事實可能是，宇昌案是溺水馬英九所能握住的最後一根稻草；既打不倒蔡英文，也救不了自己。
「台灣ｅ 新聞」網站，打出怵目驚心的一行字：「二...",<generator object <genexpr> at 0x11c29ea20>,Liberal Times
不過9309，不投馬英九,https://news.ltn.com.tw/news/opinion/paper/546264,"◎ 古民文
二○○八年馬英九競選總統時，表示當選總統後股市會上漲到兩萬點。當選後，阿扁移交給他的股市成績單是九三○九，結果一路下跌至三九五五點，套牢、套死一堆相信馬英九政見之股民。今年八月後，...",<generator object <genexpr> at 0x11c29ea98>,Liberal Times
民主基金會頒錯獎？ 觸怒越南,https://news.ltn.com.tw/news/politics/paper/546251,上難民救援組織」，由組織執行長阮庭勝（Nguyen Dinh Thang）代表出席，從總統馬英九手中領取獎項。...,<generator object <genexpr> at 0x11c29eb10>,Liberal Times
林瑞雄：馬大勢已去 要有勇氣下台,https://news.ltn.com.tw/news/politics/paper/546248,〔記者羅正明、施曉光／綜合報導〕親民黨副總統候選人林瑞雄昨天下午走訪桃園縣中壢巿時說，馬英九民調越來越差，大勢已去，要知恥近乎勇，明知無法挽回，要有勇氣下台，大選是宋楚瑜與蔡英文之爭，宋楚瑜更有能力做好...,<generator object <genexpr> at 0x11c29eb88>,Liberal Times
土徵條例修法黑箱 農民三返凱道抗爭,https://news.ltn.com.tw/news/politics/paper/546242,"土地開發、炒作的一邊；「選前都敢這麼做，選後有什麼不敢做的？」
農權律師詹順貴指出，總統馬英九上月出版「傾聽與對話」，但農民卻一而再、再而三到凱道抗議。馬英九用「市價徵收」就要打死一干人，但這...",<generator object <genexpr> at 0x11c29ec00>,Liberal Times
四仙老公仔標說故事,https://news.ltn.com.tw/news/opinion/paper/546219,自命改變了國民黨的馬英九，眼看走衰勢，急忙央請連、吳、王、蕭四仙老公仔標替他跑腿「說故事」救選情。四仙是被改變的老Ｋ，有替芭樂票背書的前科，如果還有羞惡之心，應已愧見江東父老；叫他們含淚說讚，實在太殘忍...,<generator object <genexpr> at 0x11c29ec78>,Liberal Times
陳歐珀 訴求世代交替,https://news.ltn.com.tw/news/local/paper/546211,"有感」，勢必要再加強論述，才能喚起人民的感動。
綠營多次民調，都顯示蔡英文在宜蘭穩定領先馬英九，陳歐珀卻跟不上小英支持度，這種情況勢必要改善，如何加強與小英連結，不管是造勢或議題設定，成了最重要的關鍵...",<generator object <genexpr> at 0x11c29ecf0>,Liberal Times
補助款爭議 藍：挹注901億 縣長：灌水,https://news.ltn.com.tw/news/local/paper/546174,"蘇治芬指馬英九表示補助雲林716億元
〔記者鄭旭凱／斗六報導〕馬英九、吳敦義雲林縣競選總部十二日召開記者會指出，馬政府上台後挹注雲林縣九百零一億元，民進黨隻字不提，卻誣指「馬英九就任後...",<generator object <genexpr> at 0x11c29ed68>,Liberal Times
今日重要財經新聞一覽,https://news.ltn.com.tw/news/business/breakingnews/578741,"中攸關不動產實價登錄「地政五法」，是檢驗藍綠兩黨總統候選人有無決心實現居住正義的重要指標，馬英九下達動員令「週三前一定要過」！

星島日報財經︰匯豐重整分行削五分區總監 
匯豐銀行上月終揭開大裁員...",<generator object <genexpr> at 0x11c29ede0>,Liberal Times
準備好了整人,https://news.ltn.com.tw/news/opinion/paper/546127,"給前朝，還會把前朝的政績據為己有，臉皮之厚，無人可及。
上次總統辯論，蔡英文已經善意提醒馬英九︰站在他面前的是蔡英文，不是陳水扁；吳敦義此次還是以打扁為主軸，顯然打扁才是馬吳配真正的政見，「黃金十年」...",<generator object <genexpr> at 0x11c29ee58>,Liberal Times
藍炒宇昌案 陳唐山：骯髒步、丟臉,https://news.ltn.com.tw/news/local/paper/546120,"結，出發前，現場還安排布袋戲表演暖場，以「變變變、騙騙騙」的趣味對白、橋段，來嘲諷現任總統馬英九的治國無能，由蔡英文化身「女羅賓漢」出場，力搏代表國民黨體制的「大怪獸」，贏得全場熱烈的掌聲。
自從決定...",<generator object <genexpr> at 0x11c29eed0>,Liberal Times
十年加入TPP 馬要看中國臉色？,https://news.ltn.com.tw/news/business/paper/546076,"協定』（ＦＴＡＡＰ）」。
但一年過去了，政府對ＴＰＰ議題做了哪些研究？還是完全沒有研究？馬英九在去年簽署ＥＣＦＡ後，信誓旦旦說要親自督導與其他國家簽訂ＦＴＡ的事務，如今一年半的時間都過了，又有何具體進...",<generator object <genexpr> at 0x11c29ef48>,Liberal Times
今年台股狂瀉 平均每位股民虧63萬,https://news.ltn.com.tw/news/business/paper/546071,"第四大，僅優於跌幅逾五成的希臘、或跌幅超過兩成七的阿根廷、葡萄牙等股市。
就如二○○八年馬英九總統五二○就職典禮，台股從九三○九點開始狂瀉一樣，今年農曆年後開紅盤日，加權指數開高至九二二○點就再也回不...",<generator object <genexpr> at 0x11c2a3048>,Liberal Times
歐盟加強財政監管 有助台股上攻,https://news.ltn.com.tw/news/business/paper/546069,"的「意志」還滿堅定的，行政部門會持續關注歐債問題的後續發展，視情況採取因應的作為。
總統馬英九昨為黨籍立委候選人站台時也說，台灣明年初經濟情況因為受到歐債風暴影響，會比現在更不樂觀；但政府已經做了準備...",<generator object <genexpr> at 0x11c2a30c0>,Liberal Times
宇昌生技案是不擇手段的選舉招數,https://news.ltn.com.tw/news/opinion/paper/546049,果然不出所料，馬英九總統的選情一旦告急，抹黑戰術立刻出籠，這是拿不出政績者慣用的手法，不足為奇。不過，有些抹黑戰術罔顧國家利益與專業，對台灣恐將造成難以彌補的傷害。此次馬陣營利用行政、立法系統，與部分媒...,<generator object <genexpr> at 0x11c2a3138>,Liberal Times
宋批馬執政 擴大貧富差距,https://news.ltn.com.tw/news/focus/paper/546036,只剩十元，卻不像甜柿受到關心。宋楚瑜回應說，現在農業推廣遇到瓶頸，問題在產銷出現嚴重落差。馬英九號稱的漂亮數字，農民沒有感受到，且有些財團壟斷許多財源，因此他要稅制改革，不能說薪水階級統統在繳稅，但是大...,<generator object <genexpr> at 0x11c36dc78>,Liberal Times
搶婦女票 馬：請投小弟仔,https://news.ltn.com.tw/news/focus/paper/546035,〔記者陳璟民、邱紹雯／台北報導〕國民黨總統候選人馬英九昨天為台北市立委候選人羅淑蕾站台時，為了吸引婦女票，用台語拜託選民：「政黨票投給國民黨，立委票投給羅淑蕾，總統票投給『小弟仔』我，順便讓吳敦義當選。...,<generator object <genexpr> at 0x11c36dcf0>,Liberal Times
醫界週六集結 當小英後盾,https://news.ltn.com.tw/news/focus/paper/546033,"、前衛生署副署長陳時中出任該會總幹事。
吳樹民說，台灣醫界其實是挺綠多於挺藍，但因當前是馬英九政府執政，有「藍色恐怖」，導致有的醫師不敢公開表態挺綠營，在企業界內部也有類似情況。據他了解，台大醫院也有...",<generator object <genexpr> at 0x11c36dd68>,Liberal Times
蔡：馬交出政權 國民黨才有機會重生,https://news.ltn.com.tw/news/focus/paper/546032,〔記者唐在馨、張瑞楨／台中報導〕民進黨總統候選人蔡英文昨晚表示，馬英九執政四年沒有讓國民黨改變，馬英九必須交出政權，國民黨才有機會重生，二○一二年是人民讓國民黨改變、重生的時候，也是民進黨、蔡英...,<generator object <genexpr> at 0x11c36dde0>,Liberal Times
笨蛋！問題還是在經濟,https://news.ltn.com.tw/news/opinion/paper/546024,都節節攀升，截至筆者寫稿（十一日下午七點五十七分）為止，分別以五十五．二％、五十．五％領先馬英九的三十七．二％、四十一．五％，可見國民黨宣傳的ＥＣＦＡ不僅沒有帶來人民生活的改善，低薪、失業、高房價、高物...,<generator object <genexpr> at 0x11c36de58>,Liberal Times
有媒體護航真「讚」,https://news.ltn.com.tw/news/opinion/paper/546021,"連勝文案要合乎科學及人性（見http://tinyurl.com/3t23d3a）。 
馬英九每天謊言不斷（馬謊升級版請見：http://tinyurl.com/828y2yq）。最近更不斷扯謊「九二...",<generator object <genexpr> at 0x11c36ded0>,Liberal Times
民主之恥 五點理由,https://news.ltn.com.tw/news/opinion/paper/546020,"營立委的立院質詢，並躲在憲法保護傘下去抹黑蔡英文，宇昌案的選舉操縱至明，蔡英文開記者會怒批馬英九有理。
一個沒有政績的候選人，如果只靠沒料的抹黑，以台灣選民的民主水準看，根本沒有機會成功，還會因抹黑的...",<generator object <genexpr> at 0x11c36df48>,Liberal Times
宇昌vs.拉法葉,https://news.ltn.com.tw/news/opinion/paper/546019,條人命的跨世紀大弊案，比起「宇昌案」顯然更該公諸於世讓國人共同檢視，號稱自己改變了國民黨的馬英九，何時才會對「拉法葉艦弊案」也比照辦理，「讓公文來說話、讓事實來說話」？ （作者為公務員、台北市民）...,<generator object <genexpr> at 0x11c372048>,Liberal Times
曾雅妮12冠 總獎金破億,https://news.ltn.com.tw/news/focus/paper/546010,"週仍吸引約一萬五千人次球迷到場觀戰，讓曾雅妮和各國女將非常感動。
正在忙著選舉行程的總統馬英九，得知「微笑球后」曾雅妮又拿冠軍，除了依例發出賀電，還親自打電話向她道賀，馬總統連聲稱讚：「妳太厲害了！我...",<generator object <genexpr> at 0x11c3720c0>,Liberal Times
又是芭樂票！買台蕉5千噸 中國喊假的,https://news.ltn.com.tw/news/politics/paper/546004,"灣農產品採購機制，台灣農民若需要都可提出。」但中國的承諾禁不起檢驗。
今年七月九日，總統馬英九和過去LONG STAY民間友人聚餐，其中有蕉農陳情蕉價過低，農委會當時提出各項措施，包括外銷中國兩千公噸...",<generator object <genexpr> at 0x11c372138>,Liberal Times
蘇貞昌趕場站台 喉嚨都是血,https://news.ltn.com.tw/news/politics/paper/546001,行政院長蘇貞昌昨晚在新北市永和區出席「興北護台晚會」，替立委候選人許又銘造勢，他將砲火對準馬英九總統，指馬英九執政三年多，卻拿不出什麼政績，否則不會整天只拿一瓶米酒來講，當年的競選廣告標榜完全執...,<generator object <genexpr> at 0x11c3721b0>,Liberal Times
能源政策促表態／環團16訴求：我要非核總統,https://news.ltn.com.tw/news/politics/paper/546000,"會。環保聯盟表示，總統大選在即，但三組總統候選人提出的環保政見不夠多，也不夠明確，例如總統馬英九說要讓核四商轉，而民進黨蔡英文主席具體說出非核家園的時間，比馬總統進步，但是對核四後續看法也需更明確。
...",<generator object <genexpr> at 0x11c372228>,Liberal Times
藍綠運將大車拚／馬拋小黃維新 台聯喊棄馬保台,https://news.ltn.com.tw/news/politics/paper/545999,王寓中、邱紹雯／台北報導〕藍綠運將大車拚！國民黨馬吳配昨天上午成立「全國計程車業後援會」，馬英九拋出「計程車維新方案」，明年起將補助高齡個人計程車換新，每輛定額補貼新台幣三萬元；台灣團結聯盟下午則在自由...,<generator object <genexpr> at 0x11c3722a0>,Liberal Times
被說到香港算命／吳：當時自由人 誰管得著,https://news.ltn.com.tw/news/politics/paper/545998,"吳與馬文君埔里競選總部成立大會，蘇嘉全則到草屯鎮參加南投小英之友會授帽儀式。
吳敦義參加馬英九、馬文君埔里聯合競選總部成立大會，批評蔡英文和蘇嘉全。吳敦義說，有人說他去香港算命、去中國見什麼人，而自己...",<generator object <genexpr> at 0x11c372318>,Liberal Times
選情愈急，奧步愈黑！,https://news.ltn.com.tw/news/opinion/paper/545973,"情墜落，奧步愈黑！
總統大選目前戰況，深入解析各項民調，去除機構效應及人為因素，蔡英文、馬英九激烈攻防拉鋸，此長彼消，兩人支持度上下波動，時而交叉，宋楚瑜則維持自己的支持度。
總統大選不是拿冠軍就是...",<generator object <genexpr> at 0x11c372390>,Liberal Times
席開近500桌 小英便當 供不應求,https://news.ltn.com.tw/news/local/paper/545941,"連日來看到「小豬回娘家」的熱情，讓他深信，人民已經對於不照顧弱勢、讓我們下一代看不到未來的馬英九政權深感痛惡，民進黨一定要贏回總統及立委政權。
立委候選人林佳龍則強調，自己當年到中市參選市長後即留在台...",<generator object <genexpr> at 0x11c444228>,Liberal Times
立委變議員　馬英九口誤頻頻,https://news.ltn.com.tw/news/politics/breakingnews/578714,〔即時新聞／綜合報導〕選戰進入倒數階段，總統馬英九今天為4位黨籍立委候選人站台造勢時，在羅淑蕾以及蔣乃辛兩位現任立委的造勢活動上，竟口誤將他們的頭銜喊成「議員」；接著為了與民眾拉近距離，馬英九搬...,<generator object <genexpr> at 0x11c4442a0>,Liberal Times
總統大選》重炒宇昌案　小英批馬「像溺水者」,https://news.ltn.com.tw/news/politics/breakingnews/578628,合報導〕國民黨質疑的宇昌生技案明天將公開解密，民進黨參選人蔡英文今天南下台中造勢時再度痛批馬英九，指「一個處於頹勢的競爭者，就好像是溺水的人，會拿出所有不正當的手段進行選舉」，小英疾聲呼籲全民一起來抵制...,<generator object <genexpr> at 0x11c444318>,Liberal Times
總統大選》藍頻打扁牌無用？　小英民調創新高,https://news.ltn.com.tw/news/politics/breakingnews/578627,"來事件交易所」今（11）日出爐的最新民調，蔡英文當選機率創新高上升到53.6%。

　馬英九與吳敦義接連在電視辯論會上主打「扁牌」，除了拉攏對過去貪腐不滿的中間選民，也鞏固藍營選票，加上近日國民黨立...",<generator object <genexpr> at 0x11c444390>,Liberal Times
總統大選》集結運將齊鳴喇叭　台聯嗆「棄馬保台」,https://news.ltn.com.tw/news/politics/breakingnews/578626,〔即時新聞／綜合報導〕總統馬英九今天端出政策牛肉，企圖搶攻「運將票」，而台聯黨今天也找來計程車隊，在總統府前舉行「棄馬保台車隊」大遊行，替民進黨總統參選人蔡英文以及台聯黨拉抬聲勢，近百部計程車對總統府大...,<generator object <genexpr> at 0x11c444408>,Liberal Times
今日各報重點新聞一覽,https://news.ltn.com.tw/news/politics/breakingnews/578493,總統候選人電視辯論昨天登場，三黨候選人吳敦義、蘇嘉全、林瑞雄正面交鋒，火花四射。吳敦義延續馬英九總統辯論策略，痛批民進黨執政八年貪腐；蘇嘉全火力全開，砲轟馬總統政見跳票，保證蔡英文團隊絕對清廉；林瑞雄左...,<generator object <genexpr> at 0x11c444480>,Liberal Times
民主照妖鏡,https://news.ltn.com.tw/news/opinion/paper/545884,總統選舉是一幕「官場現形記」，也是一面「民主照妖鏡」，馬英九總統形容他自己非常的偉大，誇口說他改變了國民黨，並批評民進黨改變了蔡英文。國民黨迄今依舊威權獨裁，不義黨產塞爆黨庫，馬英九究竟改變了國...,<generator object <genexpr> at 0x11c4444f8>,Liberal Times
馬英九：投資高雄 政策不變,https://news.ltn.com.tw/news/local/paper/545870,／高雄報導〕中鋼四十週年慶昨天分早、晚場在高雄巨蛋登場，除了請來伍佰、蕭煌奇熱力開唱，總統馬英九也專程南下祝賀，肯定中鋼對台灣發展的貢獻，強調中鋼曾面臨許多困難，但關關難過關關過，一如中華民國面臨多次金...,<generator object <genexpr> at 0x11c444570>,Liberal Times
岡山螺絲業者痛批 政府不重傳產,https://news.ltn.com.tw/news/local/paper/545868,"台糖五十公頃土地，在高市設立螺絲扣件全球發貨中心，董事長蔡永裕昨天表示，一年來他兩度當面向馬英九總統說明，但購地問題毫無進展，痛批政府不重視傳統產業。
晉禾歲末送米 數千人領取
晉禾企業為回饋鄉里，...",<generator object <genexpr> at 0x11c4445e8>,Liberal Times
打造竹筒豬 原民存錢 當小英後盾,https://news.ltn.com.tw/news/local/paper/545865,"實可愛，讓人回想起竹筒攢錢的歲月。
阿美族女子林昀慧說，面對這場總統大選，她認為小英比起馬英九更誠實面對原住民遭遇不公不義的問題，最值得原住民團結支持。
國民黨馬吳配與立委候選人饒慶鈴、廖國棟聯合競...",<generator object <genexpr> at 0x11c444660>,Liberal Times
《大選副手辯論》救救樂生 女子貼身向總統抗議,https://news.ltn.com.tw/news/focus/paper/545836,〔記者彭顯鈞、羅添斌／台北報導〕馬英九總統昨現身公視，為參加辯論的副手吳敦義加油打氣，但馬下車時，一名女子突然近身陳情，高喊「救救樂生！」多位訴求解救樂生療養院的男子，也手持標語牌試圖從場外衝向會場，現...,<generator object <genexpr> at 0x11c4446d8>,Liberal Times
《大選副手辯論》攻守不慍不火 蘇嘉全展執政架式,https://news.ltn.com.tw/news/focus/paper/545835,"策論辯上更是攻守兼備、不慍不火，極具準執政黨的架式。
尤其面對對手在連續兩次辯論會上，從馬英九到吳敦義，不斷抨擊民進黨的八年執政，蘇嘉全適時點出民進黨時代多項重大建設，包括雪隧開通等，反而更彰顯馬政府...",<generator object <genexpr> at 0x11c444750>,Liberal Times
《大選副手辯論》青年22K低起薪問題 吳急撇清 蘇諷只會卸責給前朝,https://news.ltn.com.tw/news/focus/paper/545831,"雄則說，國民兩黨十幾年來愈做愈差，「只好靠我們來幫忙了」。
媒體代表昨在辯論會上提問，指馬英九在○八年批評民進黨執政讓青年起薪只剩二萬六，但現在卻有更爛的22K，甚至被吳敦義譽為「諾貝爾」的無薪假也再...",<generator object <genexpr> at 0x11c4447c8>,Liberal Times
《大選副手辯論／交叉詰問》蘇猛攻無薪假 吳︰收回一小段話,https://news.ltn.com.tw/news/focus/paper/545826,一名，基礎建設從十九名掉到廿五名，這與吳敦義所說借錢是要做基礎建設的說法，顯有矛盾。此外，馬英九說舉債可產生十七倍效益，但二．三億元的夢想家、卅二億元的建國百年活動、二．二億元的馬奮館，這十七倍的效益在...,<generator object <genexpr> at 0x11c444840>,Liberal Times
《大選副手辯論》林瑞雄 籲拋開藍綠 人民做主,https://news.ltn.com.tw/news/focus/paper/545825,"殼壞去」，為何要蹚政治渾水？但他專長是公共衛生，比一般人更關心社會與民生問題。
他接著批馬英九說，八八風災時，他在美國看到電視報導台灣政府救災無力，馬接受ＣＮＮ訪問時說會懲罰失職官員，ＣＮＮ還問馬會不...",<generator object <genexpr> at 0x11c4448b8>,Liberal Times
《大選副手辯論》蘇嘉全 諷馬吳卸責 只往後看,https://news.ltn.com.tw/news/focus/paper/545823,"權日」為開端，點出這也是美麗島事件卅二週年的日子，說明民主成果得來不易。他話鋒一轉說，過去馬英九反對總統直接民選，但卻經由民選變成馬總統，這是民主的可貴。
馬執政三年 都跳票跳票
蘇嘉全說，日前總統...",<generator object <genexpr> at 0x11c511750>,Liberal Times
《全台點燈》台中本土社團 力拚小英得票過半,https://news.ltn.com.tw/news/focus/paper/545815,"在最後時刻衝刺，力拚「台中得票過半」，蔡英文當選總統，立委也擊出全壘打。
本土社團表示，馬英九上任三年多，施政無能且嚴重傾中，已經讓全民無法忍受；同時，民主人權是普世價值，更是台灣生存的命脈，馬政府上...",<generator object <genexpr> at 0x11c5117c8>,Liberal Times
《全台點燈》台北車站主場 蘇批藍營抹黑小英,https://news.ltn.com.tw/news/focus/paper/545814,"進總統府，並以跑馬燈出現「台灣第一女總統」的訴求，將台北主場活動帶向最高潮。
蘇嘉全批判馬英九總統，執政三年多舉債達一兆三千多億元，比民進黨執政八年舉債還多；但舉債這麼多，馬政府做了什麼？大家都不知。...",<generator object <genexpr> at 0x11c511840>,Liberal Times
蘇棒vs.吳拳,https://news.ltn.com.tw/news/opinion/paper/545806,"日「水準」，但是碰到蘇嘉全與媒體提問人的攻勢，顯然沒有佔到便宜。
整場表現，吳敦義仍然像馬英九一樣牽拖扁政府，不然就是背數字，還實問虛答、閃躲公布國內外資產、甚至說謊（無薪假得諾貝爾獎、從不算命），簡...",<generator object <genexpr> at 0x11c5118b8>,Liberal Times
誠懇說謊二人組,https://news.ltn.com.tw/news/opinion/paper/545803,了一堆謊話後，竟把高雄愛河的整治也攬為己功，遠遠超出一般人所能接受的程度。吳敦義的表現，和馬英九還不斷重複提到「九二共識」的說謊本領一樣高強！因為即使李前總統、陳前總統、辜振甫，甚至蘇起等多位相關當事人...,<generator object <genexpr> at 0x11c511930>,Liberal Times
星期專論／用選票落實自己的選擇,https://news.ltn.com.tw/news/politics/paper/545793,"體利益，關照全民福祉，當總統的不能只計黨派之利，重個人之私，要為施政成敗負責任。就此而言，馬英九總統主政近四年來，施政無能且偏頗，不但庶民受害，原已分裂的台灣社會，更有如兩個世界。
庶民受害，主要是經...",<generator object <genexpr> at 0x11c5119a8>,Liberal Times
國際人權日 馬向政治受難者致歉,https://news.ltn.com.tw/news/politics/paper/545791,"允儘速返還受難者家書
〔記者范正祥、顏若瑾／台北報導〕昨天是國際人權日，總統馬英九表示，對於戒嚴時期發生的違反人權事件，造成難以挽回的悲劇，表達深層歉意與反省，承諾會儘速將七百多頁政治受難者的家書一一...",<generator object <genexpr> at 0x11c511a20>,Liberal Times
馬︰不承認九二共識 難往前走,https://news.ltn.com.tw/news/politics/paper/545790,〔記者王寓中、顏若瑾、賴筱桐／綜合報導〕馬英九總統昨天密集出席航運、空運及觀光事業後援會成立大會，大力宣傳兩岸政績牌。他表示，兩岸得以恢復協商，是因為雙方都願意一起回到「九二共識」、「一中各表」；馬並強...,<generator object <genexpr> at 0x11c511a98>,Liberal Times
華郵︰中國挺馬 努力催票,https://news.ltn.com.tw/news/politics/paper/545789,"勢力重返亞洲的中國，現在突然面臨一個意料之外的新疑慮︰前景不明的台灣總統大選。
台灣總統馬英九受訪時曾指出，在他任期內台海兩岸關係是「六十年來最穩定的時期」，然而他恐輸給傾向獨立的民進黨對手的可能性，...",<generator object <genexpr> at 0x11c511b10>,Liberal Times
安字高高掛 馬打平安牌拚連任,https://news.ltn.com.tw/news/politics/paper/545786,者王寓中、顏若瑾／台北報導〕國民黨馬吳競選總部昨天在台北市保安宮舉辦「安字高高掛」活動，在馬英九總統貼上最後一塊平安福拼圖後，保安宮前廣場升起巨幅的「安」字為台灣祈福。馬英九除了祈願國泰民安、風...,<generator object <genexpr> at 0x11c511b88>,Liberal Times
捉包吳敦義,https://news.ltn.com.tw/news/opinion/paper/545765,"齒不清，說北京話，含含糊糊，說台灣話，也霧煞煞。這是林瑞雄給人的最大印象。
吳敦義像是小馬英九，馬已無足觀了，小馬英九如何能讓人鼓掌？馬英九背數字，吳敦義也背數字；馬英九打陳水...",<generator object <genexpr> at 0x11c511c00>,Liberal Times
小豬回籠 挺小英 支持者絡繹不絕,https://news.ltn.com.tw/news/local/paper/545734,"說，家裡大大小小及朋友，最近都忙著「養小豬 」，一個民眾則拿了裝滿千元大鈔的小豬回來，表示馬英九執政成績太差，而且嚴重傾中，這些千元紙鈔是他跟朋友一起捐的，希望本土政權能夠重新執政。
身障者騎機車到總...",<generator object <genexpr> at 0x11c511c78>,Liberal Times
搶救台灣行動聯盟 竹山放片 扒馬糞,https://news.ltn.com.tw/news/local/paper/545733,代過更好日子的決心﹗搶救台灣行動聯盟昨晚六時，在南投縣竹山鎮週四夜市廣場舉辦「你記得嗎？─馬英九事件簿」紀錄片播映會，吸引爆滿民眾參加，透過紀錄片更加了解國民黨缺乏執政績效、傾中的一面以外，大家也高喊要...,<generator object <genexpr> at 0x11c511cf0>,Liberal Times
總統大選》TPP議題　蘇提解決方案、吳避答,https://news.ltn.com.tw/news/politics/breakingnews/578331,"TPP）議題提問。林瑞雄強調，唯有2岸關係融洽，台灣才有發展可能；吳敦義則迴避回答是否覺得馬英九開出的10年為期的目標太空洞；蘇嘉全則提出3大解決方案，保護台灣農產業。

　呂志翔先問吳敦義，馬政府...",<generator object <genexpr> at 0x11c511d68>,Liberal Times
總統大選》吳結論　馬政府致力兩岸和平,https://news.ltn.com.tw/news/politics/breakingnews/578324,間，遇到風災後重建、H1N1防疫、振興經濟等問題，且多前前高鐵興建，馬政府就不讓政策停止。馬英九從未說過高鐵是廢鐵，但當年興建高速公路時，民進黨卻說高速公路是有錢人在使用的公路，吳敦義還補充，10多年前...,<generator object <genexpr> at 0x11c511de0>,Liberal Times
總統大選》吳敦義問統獨　蘇嘉全︰由人民決定,https://news.ltn.com.tw/news/politics/breakingnews/578309,"都是由人民自己決定，這也是他們所提出的台灣共識。

吳敦義在交叉詰問中詢問蘇嘉全，總統馬英九的兩岸政策非常明白，但蔡英文的兩岸政策並不清楚，「我想請教你，她想不想搞台獨？會不會又想要又怕受傷害，那你...",<generator object <genexpr> at 0x11c5dca20>,Liberal Times
總統大選》副手辯論　吳敦義讚清廉、有效率,https://news.ltn.com.tw/news/politics/breakingnews/578278,敦義3人先後上陣，吳敦義在第1階段申論時表示，民進黨執政8年政府貪污，痛批前政府腐敗，反觀馬英九執政3年來，以廉能、有效率政府推動兩岸和平，確保中華民國主權獨立完整，並帶領台灣走過金融海嘯、風災，顯見政...,<generator object <genexpr> at 0x11c5dca98>,Liberal Times
總統大選》副手辯論　林瑞雄左右開弓,https://news.ltn.com.tw/news/politics/breakingnews/578269,"今天下午2點在公共電視登場，親民黨副總統候選人林瑞雄進行第1階段申論時，火力全開，除了批評馬英九執政無能外，也認為對蔡英文無法獨當一面，最後期許將台灣打造成「東方瑞士」。

　林瑞雄表示，2009年...",<generator object <genexpr> at 0x11c5dcb10>,Liberal Times
總統大選》蘇嘉全申論不看講稿　網友讚超厲害,https://news.ltn.com.tw/news/politics/breakingnews/578267,"火力全開，完全不留情面，也讓網友忍不住說，真的是「準備好了」。

　蘇嘉全在申論時主打馬英九政府3年多來政策跳票，不顧人民感受，陳述的條理分明，完全不看講稿，網友大讚實在太厲害，竟然不用看稿，且對馬...",<generator object <genexpr> at 0x11c5dcb88>,Liberal Times
總統大選》副手辯論　蘇轟馬選前開票選後跳票,https://news.ltn.com.tw/news/politics/breakingnews/578260,"蘇嘉全今天火力全開，批馬政府執政3年多來政見不斷跳票，卻不斷反批民進黨執政8年來無成果，指馬英九在施政遇到瓶頸時應該檢討自己，而不是怪罪前朝政府和公務員。

蘇嘉全說，他當屏東縣長時，把屏東縣從一個...",<generator object <genexpr> at 0x11c5dcc00>,Liberal Times
今日各報重點新聞一覽,https://news.ltn.com.tw/news/politics/breakingnews/578165,"、副總統候選人號次抽籤，民進黨的蔡英文抽中一號，蔡陣營立即高喊「台灣第一女總統」；國民黨的馬英九抽中二號，馬團隊馬上喊出「好事成雙、連任成功」；親民黨宋楚瑜抽中三號，橘營隨即高喊「三中優先」口號。
詳...",<generator object <genexpr> at 0x11c5dcc78>,Liberal Times
政治太可怕了！,https://news.ltn.com.tw/news/opinion/paper/545669,"太可怕手法，不再是對付黨內同志，而是批鬥在野黨競爭對手！
總統選戰正酣，尋求連任的國民黨馬英九總統，面對民進黨候選人蔡英文強力挑戰，蔡聲勢上揚，馬選情告急，只見藍營黨、政、國會、媒體齊出，無所不用其極...",<generator object <genexpr> at 0x11c5dccf0>,Liberal Times
新營慈德玉寶殿 預言成真,https://news.ltn.com.tw/news/local/paper/545655,"尾串為「誕開一號候成福」，昨日小英的號次恰為一號，不少綠營支持者都相當興奮，爭相走告。
馬英九四年前曾參拜的新營慈德玉寶殿天下巡按君，今年陸續降旨籤詩，除在民進黨初選期間預言蔡英文將參選總統，並在月前...",<generator object <genexpr> at 0x11c5dcd68>,Liberal Times
《觀察筆記》攻擊的背後,https://news.ltn.com.tw/news/local/paper/545647,"距。
信心源於自己對選情的樂觀與否，特別是親民黨宋楚瑜的砲火逐日加溫，風潮漸漸捲動之後，馬英九腹背受敵的危機高升。
所以，打一場高規格的選戰越來越是夢想。
未來一個多月，可以探知的是民進黨蔡蘇的個...",<generator object <genexpr> at 0x11c5dcde0>,Liberal Times
馬英九到小琉球 提低碳觀光,https://news.ltn.com.tw/news/local/paper/545645,"〔記者葉永騫／琉球報導〕國民黨總統候選人馬英九昨天到小琉球碧雲寺等廟宇參拜及贈匾，並與支持者舉行座談會，馬英九宣揚他對離島建設的政績，強調解決小琉球水電問題，讓今年的小琉球觀光人數創新高。
國...",<generator object <genexpr> at 0x11c5dce58>,Liberal Times
小豬變超人 祈願擊敗大怪獸,https://news.ltn.com.tw/news/local/paper/545641,豬盛況，已經看出蔡英文在台東受支持的程度。東社前社長余文儀則說，小豬盛況已表達了人民受不了馬英九的執政。...,<generator object <genexpr> at 0x11c5dced0>,Liberal Times
